supplier,temperature_k,leak_rate,he_loss_g_year
Swagelok SS-42GSE (UHMWPE),4,3.6561601440851937e-09,0.006943003963265191
Swagelok SS-42GSE (UHMWPE),4,4.106249917244294e-09,0.00779771900738716
Swagelok SS-42GSE (UHMWPE),4,4.611747767708251e-09,0.008757653321224895
Swagelok SS-42GSE (UHMWPE),4,5.179474679231223e-09,0.00983575987056002
Swagelok SS-42GSE (UHMWPE),4,5.817091329374369e-09,0.011046586189573845
Swagelok SS-42GSE (UHMWPE),4,6.533201459593783e-09,0.012406470679396096
Swagelok SS-42GSE (UHMWPE),4,7.337467970651389e-09,0.013933763071888275
Swagelok SS-42GSE (UHMWPE),4,8.240743309893666e-09,0.015649072033511457
Swagelok SS-42GSE (UHMWPE),4,9.255215909791354e-09,0.01757554325034486
Swagelok SS-42GSE (UHMWPE),4,1.0394574653722626e-08,0.019739171746622063
Swagelok SS-42GSE (UHMWPE),4,1.1674193588234575e-08,0.022169152651085038
Swagelok SS-42GSE (UHMWPE),4,1.311133937421563e-08,0.02489827514425552
Swagelok SS-42GSE (UHMWPE),4,1.4725404276241208e-08,0.02796336490238886
Swagelok SS-42GSE (UHMWPE),4,1.653816783395673e-08,0.03140578100827054
Swagelok SS-42GSE (UHMWPE),4,1.8574090746385717e-08,0.03527197403396846
Swagelok SS-42GSE (UHMWPE),4,2.0860644934719607e-08,0.03961411282608503
Swagelok SS-42GSE (UHMWPE),4,2.3428684237322352e-08,0.04449078845109457
Swagelok SS-42GSE (UHMWPE),4,2.6312860738959445e-08,0.049967804799521794
Swagelok SS-42GSE (UHMWPE),4,2.955209235202888e-08,0.0561190665170531
Swagelok SS-42GSE (UHMWPE),4,3.319008795914677e-08,0.0630275762439652
Swagelok SS-42GSE (UHMWPE),4,3.7275937203149377e-08,0.0707865546192169
Swagelok SS-42GSE (UHMWPE),4,4.186477288289947e-08,0.07950069816208662
Swagelok SS-42GSE (UHMWPE),4,4.701851489299856e-08,0.08928759200470233
Swagelok SS-42GSE (UHMWPE),4,5.2806705745826367e-08,0.10027929653830503
Swagelok SS-42GSE (UHMWPE),4,5.930744895010559e-08,0.11262412938281191
Swagelok SS-42GSE (UHMWPE),4,6.660846290809168e-08,0.1264886667248531
Swagelok SS-42GSE (UHMWPE),4,7.480826455225093e-08,0.14205999102953037
Swagelok SS-42GSE (UHMWPE),4,8.401749869294344e-08,0.15954821545561426
Swagelok SS-42GSE (UHMWPE),4,9.43604310147889e-08,0.17918931903761412
Swagelok SS-42GSE (UHMWPE),4,1.0597662486760708e-07,0.20124833089152544
Swagelok SS-42GSE (UHMWPE),4,1.1902282447787144e-07,0.22602290641063966
Swagelok SS-42GSE (UHMWPE),4,1.3367506999197063e-07,0.2538473437071573
Swagelok SS-42GSE (UHMWPE),4,1.501310728908174e-07,0.28509709449584547
Swagelok SS-42GSE (UHMWPE),4,1.6861288382868807e-07,0.32019383028777854
Swagelok SS-42GSE (UHMWPE),4,1.8936988889503602e-07,0.35961113225534014
Swagelok SS-42GSE (UHMWPE),4,2.1268217472962126e-07,0.40388088154521823
Swagelok SS-42GSE (UHMWPE),4,2.3886430789846004e-07,0.4536004362676956
Swagelok SS-42GSE (UHMWPE),4,2.6826957952797275e-07,0.5094406920056398
Swagelok SS-42GSE (UHMWPE),4,3.012947724726992e-07,0.5721551346084282
Swagelok SS-42GSE (UHMWPE),4,3.3838551534282333e-07,0.6425900074255642
Swagelok SS-42GSE (UHMWPE),4,3.8004229563658816e-07,0.721695730172521
Swagelok SS-42GSE (UHMWPE),4,4.2682721311638166e-07,0.8105397235103774
Swagelok SS-42GSE (UHMWPE),4,4.793715645558218e-07,0.9103208123889422
Swagelok SS-42GSE (UHMWPE),4,5.383843622033489e-07,1.022385402506251
Swagelok SS-42GSE (UHMWPE),4,6.046619009070435e-07,1.1482456481630647
Swagelok SS-42GSE (UHMWPE),4,6.790985029955721e-07,1.289599856662036
Swagelok SS-42GSE (UHMWPE),4,7.626985859023451e-07,1.4483554045802618
Swagelok SS-42GSE (UHMWPE),4,8.565902153685499e-07,1.6266544751381775
Swagelok SS-42GSE (UHMWPE),4,9.62040327106476e-07,1.8269029639544043
Swagelok SS-42GSE (UHMWPE),4,1.0804718223181286e-06,2.0518029432291542
Swagelok SS-42GSE (UHMWPE),4,1.213482767749143e-06,2.3043891224147637
Swagelok SS-42GSE (UHMWPE),4,1.3628679593557755e-06,2.5880697973589104
Swagelok SS-42GSE (UHMWPE),4,1.5306431405563594e-06,2.906672840471687
Swagelok SS-42GSE (UHMWPE),4,1.7190722018585747e-06,3.2644973524893244
Swagelok SS-42GSE (UHMWPE),4,1.9306977288832498e-06,3.6663716728025117
Swagelok SS-42GSE (UHMWPE),4,2.168375310987433e-06,4.117718531117311
Swagelok SS-42GSE (UHMWPE),4,2.4353120734334173e-06,4.624628219578829
Swagelok SS-42GSE (UHMWPE),4,2.735109953041211e-06,5.193940772712692
Swagelok SS-42GSE (UHMWPE),4,3.0718143012686963e-06,5.833338264087342
Swagelok SS-42GSE (UHMWPE),4,3.4499684705497157e-06,6.5514484651109095
Swagelok SS-42GSE (UHMWPE),4,3.874675120456128e-06,7.3579612646926424
Swagelok SS-42GSE (UHMWPE),4,4.35166507092442e-06,8.263759420688801
Swagelok SS-42GSE (UHMWPE),4,4.887374631624427e-06,9.281065407440057
Swagelok SS-42GSE (UHMWPE),4,5.4890324509215575e-06,10.423606340902005
Swagelok SS-42GSE (UHMWPE),4,6.1647570563371605e-06,11.70679920680154
Swagelok SS-42GSE (UHMWPE),4,6.9236664026787345e-06,13.147958891213266
Swagelok SS-42GSE (UHMWPE),4,7.776000906038043e-06,14.7665318206362
Swagelok SS-42GSE (UHMWPE),4,8.733261623828437e-06,16.584358364216047
Swagelok SS-42GSE (UHMWPE),4,9.80836544540667e-06,18.625967538862007
Swagelok SS-42GSE (UHMWPE),4,1.1015819387358996e-05,20.918907993890343
Swagelok SS-42GSE (UHMWPE),4,1.2371916345321619e-05,23.49411974136761
Swagelok SS-42GSE (UHMWPE),4,1.3894954943731388e-05,26.386351648132386
Swagelok SS-42GSE (UHMWPE),4,1.560548645007075e-05,29.634630322964806
Swagelok SS-42GSE (UHMWPE),4,1.7526592085367583e-05,33.28278672587707
Swagelok SS-42GSE (UHMWPE),4,1.968419447286611e-05,37.380047605378536
Swagelok SS-42GSE (UHMWPE),4,2.210740742743128e-05,41.98169974433077
Swagelok SS-42GSE (UHMWPE),4,2.48289288056033e-05,47.14983597745714
Swagelok SS-42GSE (UHMWPE),4,2.7885481717262916e-05,52.95419304696738
Swagelok SS-42GSE (UHMWPE),4,3.131831005243845e-05,59.47309260198025
Swagelok SS-42GSE (UHMWPE),4,3.51737350096938e-05,66.79449803921202
Swagelok SS-42GSE (UHMWPE),4,3.950378013566649e-05,75.01720144551145
Swagelok SS-42GSE (UHMWPE),4,4.436687330978616e-05,84.25215665836332
Swagelok SS-42GSE (UHMWPE),4,4.982863514647306e-05,94.62397643214292
Swagelok SS-42GSE (UHMWPE),4,5.5962764453195526e-05,106.27261391227482
Swagelok SS-42GSE (UHMWPE),4,6.285203269240097e-05,119.355251106431
Swagelok SS-42GSE (UHMWPE),4,7.058940086618752e-05,134.0484198350353
Swagelok SS-42GSE (UHMWPE),4,7.927927389450606e-05,150.55038378032168
Swagelok SS-42GSE (UHMWPE),4,8.903890941296736e-05,169.08381377635786
Swagelok SS-42GSE (UHMWPE),4,9.999999999999999e-05,189.8987924393119
Swagelok SS-42GSE (UHMWPE),80,9.999999999999999e-11,9.494939621965596e-06
Swagelok SS-42GSE (UHMWPE),80,1.1231045018329516e-10,1.0663809434061626e-05
Swagelok SS-42GSE (UHMWPE),80,1.2613637220374422e-10,1.1976572382083311e-05
Swagelok SS-42GSE (UHMWPE),80,1.4166432746690192e-10,1.3450942358845962e-05
Swagelok SS-42GSE (UHMWPE),80,1.59103843927215e-10,1.510681391711544e-05
Swagelok SS-42GSE (UHMWPE),80,1.786902433735825e-10,1.6966530718665043e-05
Swagelok SS-42GSE (UHMWPE),80,2.0068781676649705e-10,1.9055187030619846e-05
Swagelok SS-42GSE (UHMWPE),80,2.2539339047347936e-10,2.1400966337358028e-05
Swagelok SS-42GSE (UHMWPE),80,2.5314033152415694e-10,2.4035521637062243e-05
Swagelok SS-42GSE (UHMWPE),80,2.843030459302665e-10,2.6994402554487926e-05
Swagelok SS-42GSE (UHMWPE),80,3.193020307691027e-10,3.0317535033236317e-05
Swagelok SS-42GSE (UHMWPE),80,3.586095482011829e-10,3.4049760080305924e-05
Swagelok SS-42GSE (UHMWPE),80,4.027559979850293e-10,3.824143883252351e-05
Swagelok SS-42GSE (UHMWPE),80,4.5233707447720966e-10,4.294913210937662e-05
Swagelok SS-42GSE (UHMWPE),80,5.080218046913012e-10,4.823636362185904e-05
Swagelok SS-42GSE (UHMWPE),80,5.705615758781032e-10,5.417447713576133e-05
Swagelok SS-42GSE (UHMWPE),80,6.408002744416009e-10,6.084359915561985e-05
Swagelok SS-42GSE (UHMWPE),80,7.196856730011528e-10,6.833372011939623e-05
Swagelok SS-42GSE (UHMWPE),80,8.082822192522722e-10,7.674590869308684e-05
Swagelok SS-42GSE (UHMWPE),80,9.077853991937559e-10,8.61936755504665e-05
Swagelok SS-42GSE (UHMWPE),80,1.0195378685327303e-09,9.680450504025773e-05
Swagelok SS-42GSE (UHMWPE),80,1.1450475699382812e-09,0.00010872157540842409
Swagelok SS-42GSE (UHMWPE),80,1.286008080610565e-09,0.0001221056907875718
Swagelok SS-42GSE (UHMWPE),80,1.4443214647272788e-09,0.00013713745102294426
Swagelok SS-42GSE (UHMWPE),80,1.6221239391291694e-09,0.00015401968861376462
Swagelok SS-42GSE (UHMWPE),80,1.8218146985669712e-09,0.00017298020565302847
Swagelok SS-42GSE (UHMWPE),80,2.046088289466015e-09,0.0001942748476969068
Swagelok SS-42GSE (UHMWPE),80,2.297970969046965e-09,0.0002181909560413071
Swagelok SS-42GSE (UHMWPE),80,2.5808615404180765e-09,0.00024505124498922756
Swagelok SS-42GSE (UHMWPE),80,2.8985772146510677e-09,0.00027521815642717095
Swagelok SS-42GSE (UHMWPE),80,3.255405118685032e-09,0.00030909875046952127
Swagelok SS-42GSE (UHMWPE),80,3.6561601440851937e-09,0.0003471501981632595
Swagelok SS-42GSE (UHMWPE),80,4.106249917244294e-09,0.000389885950369358
Swagelok SS-42GSE (UHMWPE),80,4.611747767708251e-09,0.0004378826660612447
Swagelok SS-42GSE (UHMWPE),80,5.179474679231223e-09,0.0004917879935280008
Swagelok SS-42GSE (UHMWPE),80,5.817091329374369e-09,0.0005523293094786922
Swagelok SS-42GSE (UHMWPE),80,6.533201459593783e-09,0.0006203235339698048
Swagelok SS-42GSE (UHMWPE),80,7.337467970651389e-09,0.0006966881535944138
Swagelok SS-42GSE (UHMWPE),80,8.240743309893666e-09,0.0007824536016755728
Swagelok SS-42GSE (UHMWPE),80,9.255215909791354e-09,0.000878777162517243
Swagelok SS-42GSE (UHMWPE),80,1.0394574653722626e-08,0.000986958587331103
Swagelok SS-42GSE (UHMWPE),80,1.1674193588234575e-08,0.0011084576325542518
Swagelok SS-42GSE (UHMWPE),80,1.311133937421563e-08,0.001244913757212776
Swagelok SS-42GSE (UHMWPE),80,1.4725404276241208e-08,0.001398168245119443
Swagelok SS-42GSE (UHMWPE),80,1.653816783395673e-08,0.001570289050413527
Swagelok SS-42GSE (UHMWPE),80,1.8574090746385717e-08,0.0017635987016984228
Swagelok SS-42GSE (UHMWPE),80,2.0860644934719607e-08,0.001980705641304251
Swagelok SS-42GSE (UHMWPE),80,2.3428684237322352e-08,0.002224539422554729
Swagelok SS-42GSE (UHMWPE),80,2.6312860738959445e-08,0.00249839023997609
Swagelok SS-42GSE (UHMWPE),80,2.955209235202888e-08,0.0028059533258526547
Swagelok SS-42GSE (UHMWPE),80,3.319008795914677e-08,0.003151378812198259
Swagelok SS-42GSE (UHMWPE),80,3.7275937203149377e-08,0.0035393277309608445
Swagelok SS-42GSE (UHMWPE),80,4.186477288289947e-08,0.003975034908104331
Swagelok SS-42GSE (UHMWPE),80,4.701851489299856e-08,0.004464379600235116
Swagelok SS-42GSE (UHMWPE),80,5.2806705745826367e-08,0.005013964826915251
Swagelok SS-42GSE (UHMWPE),80,5.930744895010559e-08,0.005631206469140595
Swagelok SS-42GSE (UHMWPE),80,6.660846290809168e-08,0.006324433336242655
Swagelok SS-42GSE (UHMWPE),80,7.480826455225093e-08,0.007102999551476519
Swagelok SS-42GSE (UHMWPE),80,8.401749869294344e-08,0.007977410772780715
Swagelok SS-42GSE (UHMWPE),80,9.43604310147889e-08,0.008959465951880706
Swagelok SS-42GSE (UHMWPE),80,1.0597662486760708e-07,0.010062416544576272
Swagelok SS-42GSE (UHMWPE),80,1.1902282447787144e-07,0.011301145320531983
Swagelok SS-42GSE (UHMWPE),80,1.3367506999197063e-07,0.012692367185357864
Swagelok SS-42GSE (UHMWPE),80,1.501310728908174e-07,0.014254854724792274
Swagelok SS-42GSE (UHMWPE),80,1.6861288382868807e-07,0.016009691514388927
Swagelok SS-42GSE (UHMWPE),80,1.8936988889503602e-07,0.017980556612767006
Swagelok SS-42GSE (UHMWPE),80,2.1268217472962126e-07,0.020194044077260914
Swagelok SS-42GSE (UHMWPE),80,2.3886430789846004e-07,0.02268002181338478
Swagelok SS-42GSE (UHMWPE),80,2.6826957952797275e-07,0.02547203460028199
Swagelok SS-42GSE (UHMWPE),80,3.012947724726992e-07,0.028607756730421412
Swagelok SS-42GSE (UHMWPE),80,3.3838551534282333e-07,0.03212950037127821
Swagelok SS-42GSE (UHMWPE),80,3.8004229563658816e-07,0.036084786508626045
Swagelok SS-42GSE (UHMWPE),80,4.2682721311638166e-07,0.04052698617551886
Swagelok SS-42GSE (UHMWPE),80,4.793715645558218e-07,0.04551604061944711
Swagelok SS-42GSE (UHMWPE),80,5.383843622033489e-07,0.05111927012531254
Swagelok SS-42GSE (UHMWPE),80,6.046619009070435e-07,0.057412282408153235
Swagelok SS-42GSE (UHMWPE),80,6.790985029955721e-07,0.0644799928331018
Swagelok SS-42GSE (UHMWPE),80,7.626985859023451e-07,0.07241777022901309
Swagelok SS-42GSE (UHMWPE),80,8.565902153685499e-07,0.08133272375690889
Swagelok SS-42GSE (UHMWPE),80,9.62040327106476e-07,0.09134514819772022
Swagelok SS-42GSE (UHMWPE),80,1.0804718223181286e-06,0.10259014716145773
Swagelok SS-42GSE (UHMWPE),80,1.213482767749143e-06,0.11521945612073817
Swagelok SS-42GSE (UHMWPE),80,1.3628679593557755e-06,0.12940348986794548
Swagelok SS-42GSE (UHMWPE),80,1.5306431405563594e-06,0.14533364202358437
Swagelok SS-42GSE (UHMWPE),80,1.7190722018585747e-06,0.16322486762446622
Swagelok SS-42GSE (UHMWPE),80,1.9306977288832498e-06,0.1833185836401256
Swagelok SS-42GSE (UHMWPE),80,2.168375310987433e-06,0.20588592655586554
Swagelok SS-42GSE (UHMWPE),80,2.4353120734334173e-06,0.23123141097894145
Swagelok SS-42GSE (UHMWPE),80,2.735109953041211e-06,0.2596970386356346
Swagelok SS-42GSE (UHMWPE),80,3.0718143012686963e-06,0.29166691320436705
Swagelok SS-42GSE (UHMWPE),80,3.4499684705497157e-06,0.3275724232555454
Swagelok SS-42GSE (UHMWPE),80,3.874675120456128e-06,0.3678980632346321
Swagelok SS-42GSE (UHMWPE),80,4.35166507092442e-06,0.41318797103444005
Swagelok SS-42GSE (UHMWPE),80,4.887374631624427e-06,0.4640532703720029
Swagelok SS-42GSE (UHMWPE),80,5.4890324509215575e-06,0.5211803170451003
Swagelok SS-42GSE (UHMWPE),80,6.1647570563371605e-06,0.5853399603400771
Swagelok SS-42GSE (UHMWPE),80,6.9236664026787345e-06,0.6573979445606634
Swagelok SS-42GSE (UHMWPE),80,7.776000906038043e-06,0.7383265910318099
Swagelok SS-42GSE (UHMWPE),80,8.733261623828437e-06,0.8292179182108024
Swagelok SS-42GSE (UHMWPE),80,9.80836544540667e-06,0.9312983769431005
Swagelok SS-42GSE (UHMWPE),80,1.1015819387358996e-05,1.0459453996945172
Swagelok SS-42GSE (UHMWPE),80,1.2371916345321619e-05,1.1747059870683805
Swagelok SS-42GSE (UHMWPE),80,1.3894954943731388e-05,1.3193175824066192
Swagelok SS-42GSE (UHMWPE),80,1.560548645007075e-05,1.4817315161482403
Swagelok SS-42GSE (UHMWPE),80,1.7526592085367583e-05,1.6641393362938532
Swagelok SS-42GSE (UHMWPE),80,1.968419447286611e-05,1.8690023802689266
Swagelok SS-42GSE (UHMWPE),80,2.210740742743128e-05,2.0990849872165382
Swagelok SS-42GSE (UHMWPE),80,2.48289288056033e-05,2.357491798872857
Swagelok SS-42GSE (UHMWPE),80,2.7885481717262916e-05,2.647709652348369
Swagelok SS-42GSE (UHMWPE),80,3.131831005243845e-05,2.9736546300990128
Swagelok SS-42GSE (UHMWPE),80,3.51737350096938e-05,3.339724901960601
Swagelok SS-42GSE (UHMWPE),80,3.950378013566649e-05,3.7508600722755725
Swagelok SS-42GSE (UHMWPE),80,4.436687330978616e-05,4.212607832918166
Swagelok SS-42GSE (UHMWPE),80,4.982863514647306e-05,4.731198821607146
Swagelok SS-42GSE (UHMWPE),80,5.5962764453195526e-05,5.313630695613741
Swagelok SS-42GSE (UHMWPE),80,6.285203269240097e-05,5.967762555321549
Swagelok SS-42GSE (UHMWPE),80,7.058940086618752e-05,6.702420991751765
Swagelok SS-42GSE (UHMWPE),80,7.927927389450606e-05,7.5275191890160835
Swagelok SS-42GSE (UHMWPE),80,8.903890941296736e-05,8.454190688817894
Swagelok SS-42GSE (UHMWPE),80,9.999999999999999e-05,9.494939621965594
Swagelok SS-42GSE (UHMWPE),300,9.999999999999999e-11,2.5319838991908253e-06
Swagelok SS-42GSE (UHMWPE),300,1.1231045018329516e-10,2.8436825157497666e-06
Swagelok SS-42GSE (UHMWPE),300,1.2613637220374422e-10,3.1937526352222166e-06
Swagelok SS-42GSE (UHMWPE),300,1.4166432746690192e-10,3.586917962358923e-06
Swagelok SS-42GSE (UHMWPE),300,1.59103843927215e-10,4.028483711230784e-06
Swagelok SS-42GSE (UHMWPE),300,1.786902433735825e-10,4.52440819164401e-06
Swagelok SS-42GSE (UHMWPE),300,2.0068781676649705e-10,5.081383208165292e-06
Swagelok SS-42GSE (UHMWPE),300,2.2539339047347936e-10,5.706924356628806e-06
Swagelok SS-42GSE (UHMWPE),300,2.5314033152415694e-10,6.409472436549932e-06
Swagelok SS-42GSE (UHMWPE),300,2.843030459302665e-10,7.198507347863445e-06
Swagelok SS-42GSE (UHMWPE),300,3.193020307691027e-10,8.084676008863017e-06
Swagelok SS-42GSE (UHMWPE),300,3.586095482011829e-10,9.079936021414913e-06
Swagelok SS-42GSE (UHMWPE),300,4.027559979850293e-10,1.0197717022006267e-05
Swagelok SS-42GSE (UHMWPE),300,4.5233707447720966e-10,1.1453101895833764e-05
Swagelok SS-42GSE (UHMWPE),300,5.080218046913012e-10,1.2863030299162409e-05
Swagelok SS-42GSE (UHMWPE),300,5.705615758781032e-10,1.444652723620302e-05
Swagelok SS-42GSE (UHMWPE),300,6.408002744416009e-10,1.622495977483196e-05
Swagelok SS-42GSE (UHMWPE),300,7.196856730011528e-10,1.8222325365172324e-05
Swagelok SS-42GSE (UHMWPE),300,8.082822192522722e-10,2.0465575651489826e-05
Swagelok SS-42GSE (UHMWPE),300,9.077853991937559e-10,2.298498014679106e-05
Swagelok SS-42GSE (UHMWPE),300,1.0195378685327303e-09,2.5814534677402058e-05
Swagelok SS-42GSE (UHMWPE),300,1.1450475699382812e-09,2.8992420108913087e-05
Swagelok SS-42GSE (UHMWPE),300,1.286008080610565e-09,3.256151754335248e-05
Swagelok SS-42GSE (UHMWPE),300,1.4443214647272788e-09,3.65699869394518e-05
Swagelok SS-42GSE (UHMWPE),300,1.6221239391291694e-09,4.107191696367057e-05
Swagelok SS-42GSE (UHMWPE),300,1.8218146985669712e-09,4.6128054840807584e-05
Swagelok SS-42GSE (UHMWPE),300,2.046088289466015e-09,5.180662605250848e-05
Swagelok SS-42GSE (UHMWPE),300,2.297970969046965e-09,5.818425494434854e-05
Swagelok SS-42GSE (UHMWPE),300,2.5808615404180765e-09,6.534699866379402e-05
Swagelok SS-42GSE (UHMWPE),300,2.8985772146510677e-09,7.339150838057894e-05
Swagelok SS-42GSE (UHMWPE),300,3.255405118685032e-09,8.2426333458539e-05
Swagelok SS-42GSE (UHMWPE),300,3.6561601440851937e-09,9.257338617686919e-05
Swagelok SS-42GSE (UHMWPE),300,4.106249917244294e-09,0.00010396958676516211
Swagelok SS-42GSE (UHMWPE),300,4.611747767708251e-09,0.00011676871094966523
Swagelok SS-42GSE (UHMWPE),300,5.179474679231223e-09,0.00013114346494080023
Swagelok SS-42GSE (UHMWPE),300,5.817091329374369e-09,0.00014728781586098458
Swagelok SS-42GSE (UHMWPE),300,6.533201459593783e-09,0.0001654196090586146
Swagelok SS-42GSE (UHMWPE),300,7.337467970651389e-09,0.00018578350762517697
Swagelok SS-42GSE (UHMWPE),300,8.240743309893666e-09,0.00020865429378015275
Swagelok SS-42GSE (UHMWPE),300,9.255215909791354e-09,0.00023434057667126476
Swagelok SS-42GSE (UHMWPE),300,1.0394574653722626e-08,0.00026318895662162743
Swagelok SS-42GSE (UHMWPE),300,1.1674193588234575e-08,0.0002955887020144671
Swagelok SS-42GSE (UHMWPE),300,1.311133937421563e-08,0.0003319770019234069
Swagelok SS-42GSE (UHMWPE),300,1.4725404276241208e-08,0.0003728448653651848
Swagelok SS-42GSE (UHMWPE),300,1.653816783395673e-08,0.00041874374677694054
Swagelok SS-42GSE (UHMWPE),300,1.8574090746385717e-08,0.0004702929871195794
Swagelok SS-42GSE (UHMWPE),300,2.0860644934719607e-08,0.000528188171014467
Swagelok SS-42GSE (UHMWPE),300,2.3428684237322352e-08,0.0005932105126812609
Swagelok SS-42GSE (UHMWPE),300,2.6312860738959445e-08,0.0006662373973269572
Swagelok SS-42GSE (UHMWPE),300,2.955209235202888e-08,0.0007482542202273746
Swagelok SS-42GSE (UHMWPE),300,3.319008795914677e-08,0.0008403676832528691
Swagelok SS-42GSE (UHMWPE),300,3.7275937203149377e-08,0.0009438207282562251
Swagelok SS-42GSE (UHMWPE),300,4.186477288289947e-08,0.0010600093088278216
Swagelok SS-42GSE (UHMWPE),300,4.701851489299856e-08,0.001190501226729364
Swagelok SS-42GSE (UHMWPE),300,5.2806705745826367e-08,0.0013370572871774004
Swagelok SS-42GSE (UHMWPE),300,5.930744895010559e-08,0.001501655058437492
Swagelok SS-42GSE (UHMWPE),300,6.660846290809168e-08,0.0016865155563313744
Swagelok SS-42GSE (UHMWPE),300,7.480826455225093e-08,0.0018941332137270717
Swagelok SS-42GSE (UHMWPE),300,8.401749869294344e-08,0.00212730953940819
Swagelok SS-42GSE (UHMWPE),300,9.43604310147889e-08,0.0023891909205015216
Swagelok SS-42GSE (UHMWPE),300,1.0597662486760708e-07,0.002683311078553672
Swagelok SS-42GSE (UHMWPE),300,1.1902282447787144e-07,0.0030136387521418617
Swagelok SS-42GSE (UHMWPE),300,1.3367506999197063e-07,0.003384631249428763
Swagelok SS-42GSE (UHMWPE),300,1.501310728908174e-07,0.0038012945932779387
Swagelok SS-42GSE (UHMWPE),300,1.6861288382868807e-07,0.004269251070503714
Swagelok SS-42GSE (UHMWPE),300,1.8936988889503602e-07,0.004794815096737869
Swagelok SS-42GSE (UHMWPE),300,2.1268217472962126e-07,0.005385078420602909
Swagelok SS-42GSE (UHMWPE),300,2.3886430789846004e-07,0.006048005816902608
Swagelok SS-42GSE (UHMWPE),300,2.6826957952797275e-07,0.0067925425600751975
Swagelok SS-42GSE (UHMWPE),300,3.012947724726992e-07,0.007628735128112376
Swagelok SS-42GSE (UHMWPE),300,3.3838551534282333e-07,0.008567866765674188
Swagelok SS-42GSE (UHMWPE),300,3.8004229563658816e-07,0.009622609735633612
Swagelok SS-42GSE (UHMWPE),300,4.2682721311638166e-07,0.010807196313471696
Swagelok SS-42GSE (UHMWPE),300,4.793715645558218e-07,0.012137610831852564
Swagelok SS-42GSE (UHMWPE),300,5.383843622033489e-07,0.013631805366750011
Swagelok SS-42GSE (UHMWPE),300,6.046619009070435e-07,0.015309941975507528
Swagelok SS-42GSE (UHMWPE),300,6.790985029955721e-07,0.017194664755493812
Swagelok SS-42GSE (UHMWPE),300,7.626985859023451e-07,0.019311405394403486
Swagelok SS-42GSE (UHMWPE),300,8.565902153685499e-07,0.0216887263351757
Swagelok SS-42GSE (UHMWPE),300,9.62040327106476e-07,0.024358706186058725
Swagelok SS-42GSE (UHMWPE),300,1.0804718223181286e-06,0.027357372576388726
Swagelok SS-42GSE (UHMWPE),300,1.213482767749143e-06,0.03072518829886351
Swagelok SS-42GSE (UHMWPE),300,1.3628679593557755e-06,0.0345075972981188
Swagelok SS-42GSE (UHMWPE),300,1.5306431405563594e-06,0.03875563787295583
Swagelok SS-42GSE (UHMWPE),300,1.7190722018585747e-06,0.04352663136652433
Swagelok SS-42GSE (UHMWPE),300,1.9306977288832498e-06,0.04888495563736682
Swagelok SS-42GSE (UHMWPE),300,2.168375310987433e-06,0.054902913748230794
Swagelok SS-42GSE (UHMWPE),300,2.4353120734334173e-06,0.06166170959438438
Swagelok SS-42GSE (UHMWPE),300,2.735109953041211e-06,0.06925254363616921
Swagelok SS-42GSE (UHMWPE),300,3.0718143012686963e-06,0.07777784352116456
Swagelok SS-42GSE (UHMWPE),300,3.4499684705497157e-06,0.08735264620147878
Swagelok SS-42GSE (UHMWPE),300,3.874675120456128e-06,0.0981061501959019
Swagelok SS-42GSE (UHMWPE),300,4.35166507092442e-06,0.11018345894251734
Swagelok SS-42GSE (UHMWPE),300,4.887374631624427e-06,0.12374753876586743
Swagelok SS-42GSE (UHMWPE),300,5.4890324509215575e-06,0.1389814178786934
Swagelok SS-42GSE (UHMWPE),300,6.1647570563371605e-06,0.15609065609068723
Swagelok SS-42GSE (UHMWPE),300,6.9236664026787345e-06,0.1753061185495102
Swagelok SS-42GSE (UHMWPE),300,7.776000906038043e-06,0.196887090941816
Swagelok SS-42GSE (UHMWPE),300,8.733261623828437e-06,0.2211247781895473
Swagelok SS-42GSE (UHMWPE),300,9.80836544540667e-06,0.24834623385149343
Swagelok SS-42GSE (UHMWPE),300,1.1015819387358996e-05,0.27891877325187125
Swagelok SS-42GSE (UHMWPE),300,1.2371916345321619e-05,0.31325492988490145
Swagelok SS-42GSE (UHMWPE),300,1.3894954943731388e-05,0.3518180219750984
Swagelok SS-42GSE (UHMWPE),300,1.560548645007075e-05,0.39512840430619744
Swagelok SS-42GSE (UHMWPE),300,1.7526592085367583e-05,0.44377048967836086
Swagelok SS-42GSE (UHMWPE),300,1.968419447286611e-05,0.4984006347383805
Swagelok SS-42GSE (UHMWPE),300,2.210740742743128e-05,0.5597559965910768
Swagelok SS-42GSE (UHMWPE),300,2.48289288056033e-05,0.6286644796994285
Swagelok SS-42GSE (UHMWPE),300,2.7885481717262916e-05,0.7060559072928984
Swagelok SS-42GSE (UHMWPE),300,3.131831005243845e-05,0.7929745680264033
Swagelok SS-42GSE (UHMWPE),300,3.51737350096938e-05,0.8905933071894936
Swagelok SS-42GSE (UHMWPE),300,3.950378013566649e-05,1.0002293526068193
Swagelok SS-42GSE (UHMWPE),300,4.436687330978616e-05,1.1233620887781777
Swagelok SS-42GSE (UHMWPE),300,4.982863514647306e-05,1.2616530190952389
Swagelok SS-42GSE (UHMWPE),300,5.5962764453195526e-05,1.4169681854969975
Swagelok SS-42GSE (UHMWPE),300,6.285203269240097e-05,1.5914033480857466
Swagelok SS-42GSE (UHMWPE),300,7.058940086618752e-05,1.787312264467137
