id,title,leak_rate_mbar_l_s,capex_eur,helium_loss_kg_40y,helium_cost_eur_40y,tco_eur_40y
VALVE-MECA-001,Meca Inox ball valve with HDPE seal,1e-05,4200,0.010127935596763307,0.1519190339514496,4200.151919033951
VALVE-SWAGELOK-002,Swagelok SS-42GSE with UHMWPE,1e-05,4700,0.010127935596763307,0.1519190339514496,4700.151919033951
VALVE-METAL-003,Leak-tight cryogenic metal-sealed valve,1e-08,8900,1.0127935596763303e-05,0.00015191903395144954,8900.000151919034
