Hours,Air leak (mbar·l/s),Purity (%)
7527.437185929648,1e-04,99.94583181009189
7571.457286432161,1e-04,99.94551520964463
7615.477386934674,1e-04,99.94519861120314
7659.497487437186,1e-04,99.94488201476744
7703.517587939698,1e-04,99.94456542033751
7747.537688442211,1e-04,99.94424882791331
7791.557788944723,1e-04,99.94393223749483
7835.577889447236,1e-04,99.94361564908206
7879.597989949749,1e-04,99.94329906267497
7923.618090452262,1e-04,99.94298247827355
7967.638190954774,1e-04,99.94266589587775
8011.658291457286,1e-04,99.9423493154876
8055.678391959799,1e-04,99.94203273710305
8099.698492462311,1e-04,99.94171616072408
8143.718592964824,1e-04,99.94139958635068
8187.738693467337,1e-04,99.94108301398283
8231.75879396985,1e-04,99.94076644362052
8275.778894472362,1e-04,99.94044987526371
8319.798994974873,1e-04,99.9401333089124
8363.819095477387,1e-04,99.93981674456656
8407.8391959799,1e-04,99.93950018222617
8451.859296482413,1e-04,99.93918362189122
8495.879396984925,1e-04,99.93886706356167
8539.899497487437,1e-04,99.93855050723755
8583.91959798995,1e-04,99.93823395291878
8627.939698492462,1e-04,99.93791740060539
8671.959798994974,1e-04,99.93760085029731
8715.979899497488,1e-04,99.93728430199457
8760.0,1e-04,99.93696775569713
0.0,1e-03,100.0
44.02010050251256,1e-03,99.9968306532146
88.04020100502512,1e-03,99.993661507318
132.0603015075377,1e-03,99.99049256229112
176.08040201005025,1e-03,99.98732381811486
220.1005025125628,1e-03,99.98415527477013
264.1206030150754,1e-03,99.98098693223781
308.14070351758795,1e-03,99.97781879049884
352.1608040201005,1e-03,99.97465084953414
396.18090452261305,1e-03,99.9714831093246
440.2010050251256,1e-03,99.96831556985116
484.2211055276382,1e-03,99.9651482310947
528.2412060301508,1e-03,99.96198109303617
572.2613065326633,1e-03,99.95881415565651
616.2814070351759,1e-03,99.95564741893664
660.3015075376884,1e-03,99.95248088285746
704.321608040201,1e-03,99.94931454739992
748.3417085427136,1e-03,99.94614841254497
792.3618090452261,1e-03,99.94298247827355
836.3819095477387,1e-03,99.93981674456656
880.4020100502512,1e-03,99.93665121140496
924.4221105527638,1e-03,99.93348587876973
968.4422110552764,1e-03,99.93032074664175
1012.4623115577889,1e-03,99.92715581500202
1056.4824120603016,1e-03,99.92399108383148
1100.502512562814,1e-03,99.92082655311108
1144.5226130653266,1e-03,99.91766222282178
1188.5427135678392,1e-03,99.91449809294453
1232.5628140703518,1e-03,99.9113341634603
1276.5829145728644,1e-03,99.90817043435004
1320.6030150753768,1e-03,99.90500690559473
1364.6231155778894,1e-03,99.90184357717533
1408.643216080402,1e-03,99.89868044907281
1452.6633165829146,1e-03,99.89551752126816
1496.6834170854272,1e-03,99.89235479374234
1540.7035175879396,1e-03,99.88919226647633
1584.7236180904522,1e-03,99.88602993945112
1628.7437185929648,1e-03,99.88286781264767
1672.7638190954774,1e-03,99.87970588604699
1716.78391959799,1e-03,99.87654415963004
1760.8040201005024,1e-03,99.87338263337784
1804.824120603015,1e-03,99.87022130727136
1848.8442211055276,1e-03,99.8670601812916
1892.8643216080402,1e-03,99.86389925541958
1936.8844221105528,1e-03,99.86073852963628
1980.9045226130654,1e-03,99.85757800392268
2024.9246231155778,1e-03,99.85441767825982
2068.9447236180904,1e-03,99.85125755262871
2112.964824120603,1e-03,99.84809762701032
2156.9849246231156,1e-03,99.84493790138568
2201.005025125628,1e-03,99.84177837573583
2245.025125628141,1e-03,99.83861905004174
2289.045226130653,1e-03,99.83545992428446
2333.065326633166,1e-03,99.832300998445
2377.0854271356784,1e-03,99.82914227250441
2421.105527638191,1e-03,99.8259837464437
2465.1256281407036,1e-03,99.82282542024386
2509.145728643216,1e-03,99.81966729388597
2553.165829145729,1e-03,99.81650936735105
2597.185929648241,1e-03,99.81335164062011
2641.2060301507536,1e-03,99.81019411367424
2685.2261306532664,1e-03,99.80703678649444
2729.246231155779,1e-03,99.80387965906176
2773.2663316582916,1e-03,99.80072273135725
2817.286432160804,1e-03,99.79756600336196
2861.3065326633164,1e-03,99.79440947505694
2905.326633165829,1e-03,99.79125314642323
2949.3467336683416,1e-03,99.78809701744188
2993.3668341708544,1e-03,99.78494108809399
3037.386934673367,1e-03,99.78178535836058
3081.407035175879,1e-03,99.77862982822272
3125.427135678392,1e-03,99.77547449766148
3169.4472361809044,1e-03,99.77231936665791
3213.467336683417,1e-03,99.7691644351931
3257.4874371859296,1e-03,99.76600970324812
3301.507537688442,1e-03,99.76285517080403
3345.527638190955,1e-03,99.75970083784192
3389.547738693467,1e-03,99.75654670434287
3433.56783919598,1e-03,99.75339277028795
3477.5879396984924,1e-03,99.75023903565824
